commune_code,quartier,region,departement,milieu_residence,nb_enfants_0_4,nb_enfants_5_15,nb_adultes_H,nb_adultes_F,taille_menage,statut_occupation,type_habitat,proxy_niveau_vie,proxy_niveau_vie_label,cm_sexe,cm_age,cm_tranche_age,repondant_statut,repondant_est_cm,cm_branche_etudes,cm_niveau_etudes,cm_alpha_francais,cm_alpha_anglais,cm_alpha_arabe,cm_alpha_lng_nat,cm_est_alphabetise,cm_situation_matrimoniale,cm_statut_emploi,cm_secteur_emploi,cm_revenu,src__v1,src__v2,src__v3,src__v4,src__v5,src__v6,src__v7,sources_dechets_liste,nb_sources_dechets,nat__v8,nat__v9,nat__v10,nat__v11,nat__v12,nat__v13,nat__v14,nat__v15,nat__v16,nat__v17,natures_dechets_liste,nb_natures_dechets,mode_stockage,stockage_couvert,place_stockage,capacite_stockage_suffisante,tri_avant_evacuation,revente_dechets,types_revendus_liste,raison_non_revente,proportion_traitee_soi,traitement_enfouissement,traitement_incineration,traitement_recyclage,traitement_compostage,au_moins_un_traitement,acces_benne_tasseuse,benne_service_principal,benne_point_distance,benne_point_nettoyage,benne_heure_convient,benne_frequence,satisfaction_benne,service_alternatif_type,service_alternatif_raison,a_service_alternatif,service_evacuation_payant,montant_evacuation_tranche,frequence_paiement,montant_mensuel_evacuation_fcfa,responsable_evacuation,existence_bacs_quartier,satisfaction_bacs_quartier,corbeilles_rue_presentes,satisfaction_corbeilles_disposition,satisfaction_corbeilles_qualite,acces_depotoire_normalise,depot_sauvage_rue,eaux_usees_rue,depot_sauvage_observe,dernier_depot_sauvage,contact_autorites_depot,satisfaction_reaction_autorites,nuisible__v23,nuisible__v24,nuisible__v25,nuisible__v26,nuisible__v27,nuisible__v28,nuisible__v29,nuisibles_liste,nb_nuisibles,service_balayage_rues,satisfaction_balayage,operations_nettoyage_quartier,place_publique_presence,place_publique_gestionnaire,place_publique_salubrite,marche_present,marche_gestionnaire,marche_gestion_qualite,connait_UCG,campagne_sensibilisation,satisfaction_sensibilisation,duree_quartier_sup_1mois,maladie__v30,maladie__v31,maladie__v32,maladie__v33,maladie__v34,maladie__v35,maladie__v36,maladie__v37,maladie__v38,maladies_declarees_liste,nb_maladies_declarees,aucune_maladie,nb_types_maladies_menage,maladie_potentiellement_liee_dechets,perception_risque_sanitaire,suggestions_amelioration
50,SEYDOU KASSE,,,,1,3,2,2,8.0,Locataire,Baraque / Habitat précaire,0,Faible,Homme,99,60 ans et plus,Fils/Fille du CM,Non,Franco-arabe,Primaire,Non,Non,Oui,Oui,Oui,,,,,1,1,0,1,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Animaux domestiques,3,1,1,0,0,0,0,0,1,0,0,Plastiques | Papier / Carton | Excréments d'animaux,3,Poubelle sans couvercle,Oui,Dans la cour,Oui,Oui,Non,,Pas connaissance,Une partie,Oui (partie),Non,Non,Non,Oui,Oui — service utilisé,Oui,Éloignée,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Autre membre féminin adulte,Non,,Non,,,Non,"Non, jamais","Oui, très souvent","Non, jamais",,,,0,0,0,0,0,0,0,,0,Oui,Satisfait / Bon,Oui,Non,,,Non,,,Oui,Non,,1 mois et plus,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non,,PLUS DE POINT DE COLLECTE
50,DAROU SALAM,,,,0,2,2,1,5.0,Propriétaire,Appartement,2,Moyen-haut,Homme,56,45-59 ans,Conjoint(e) du CM,Non,Aucun,Primaire,Oui,Non,Oui,Oui,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation,2,0,1,0,0,0,1,0,0,0,0,Papier / Carton | Déchets verts,2,Coin de la cour / à même le sol,Oui,Dans la cour,Oui,Oui,Non,,Pas connaissance,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Acceptable,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Autre membre féminin enfant,Non,,Non,,,Non,"Non, jamais","Oui, très souvent","Non, jamais",,,,0,0,0,0,0,0,0,,0,Non,,Non,Non,,,Non,,,Oui,Non,,1 mois et plus,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non,,AUGMENTER LES VOITURES
50,DAROU SALAM 5,,,,3,0,1,1,5.0,Propriétaire,Appartement,2,Moyen-haut,Homme,32,25-34 ans,Conjoint(e) du CM,Non,Aucun,Primaire,Oui,Non,Oui,Oui,Oui,,,,,1,1,0,1,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Animaux domestiques,3,1,1,0,0,0,0,0,1,0,0,Plastiques | Papier / Carton | Excréments d'animaux,3,Coin de la cour / à même le sol,Oui,Dans la cour,Oui,Oui,Non,,Pas intéressé,Une partie,Oui (partie),Oui (partie),Non,Non,Oui,Non,,,,,,,Autre,Moins cher / gratuit,Oui,Non,,,0.0,,Non,,Non,,,Non,"Oui, très souvent","Oui, très souvent","Oui, fréquemment",Moins de 2 jours,Oui,Pas satisfait / Mauvais,1,1,1,0,0,0,0,Moustiques | Mouches | Cafards,3,Non,,Non,Non,,,Non,,,Oui,Non,,1 mois et plus,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non,,ACCES AUX CAMIONS ET DEBARASSER LES DEPOTS SAUVAGES
50,DAROU SALAM 5,,,,1,3,2,1,7.0,Propriétaire,Appartement,2,Moyen-haut,Homme,99,60 ans et plus,Conjoint(e) du CM,Non,Aucun,Secondaire,Oui,Oui,Non,Oui,Oui,,,,,1,1,0,1,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Animaux domestiques,3,1,1,0,0,0,0,0,1,0,0,Plastiques | Papier / Carton | Excréments d'animaux,3,Poubelle sans couvercle,Non,Dans la cour,Oui,Oui,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Acceptable,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Autre membre féminin enfant,Non,,Non,,,Non,"Oui, très souvent","Oui, très souvent","Oui, fréquemment",Moins de 2 jours,Non,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Non,,Non,Non,,,Non,,,Oui,Non,,1 mois et plus,0,0,1,0,0,0,0,0,0,Rhume,1,0,1,Non,,"ARRIVEE DES CAMIONS À PARTIR DE 10 HEURES., DEPOTOIRES"
50,DAROU SALAM 5,,,,0,0,3,2,5.0,Locataire,Appartement,1,Moyen-bas,Femme,55,45-59 ans,Fils/Fille du CM,Non,Aucun,Primaire,Oui,Non,Non,Oui,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation,2,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Poubelle sans couvercle,Non,Dans la cour,Oui,Oui,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Acceptable,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Autre membre féminin enfant,Non,,Non,,,Non,"Non, jamais","Oui, très souvent","Oui, fréquemment",Plus de 7 jours,Non,,1,1,1,0,0,0,0,Moustiques | Mouches | Cafards,3,Non,,Non,Oui,Aucun gestionnaire identifié,Satisfait / Bon,Non,,,Oui,Non,,1 mois et plus,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non,,RIEN À DIRE
50,DAROU SALAM 5,,,,2,6,1,1,10.0,Propriétaire,Appartement,2,Moyen-haut,Homme,51,45-59 ans,Conjoint(e) du CM,Non,Franco-arabe,Ne sait pas,Non,Non,Oui,Oui,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation,2,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Poubelle sans couvercle,Non,Dans la cour,Oui,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Femme de ménage,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,0,,0,Oui,Satisfait / Bon,Oui,Non,,,Non,,,Oui,Non,,1 mois et plus,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non,,VENIR CHAQUE JOUR
4,Quartier Cayor,,,,1,2,4,3,10.0,Propriétaire,Appartement,2,Moyen-haut,Femme,42,35-44 ans,Chef de ménage,Oui,Français,,Oui,Non,Oui,Oui,Oui,,,,,1,0,1,0,1,0,0,Consommation alimentaire / cuisine | Élevage | Entretien du logement,3,1,1,1,0,0,0,0,1,0,0,Plastiques | Papier / Carton | Restes d'aliments | Excréments d'animaux,4,Coin de la cour / à même le sol,Oui,Dans la cour,Oui,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Éloignée,Non,Oui,Régulière,Bon,,,Non,,,,0.0,Femme de ménage,Non,,Oui,Satisfait / Bon,Pas satisfait / Mauvais,Oui,"Oui, très souvent","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,0,,0,Non,,Oui,Non,,,Non,,,Non,Non,,1 mois et plus,1,1,1,0,0,0,0,0,0,Fièvre | Asthme | Rhume,3,0,3,Oui,,Parler aux femmes en général qui gèrent les maisons
4,Cayor,,,,0,0,4,2,6.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Homme,99,60 ans et plus,Fils/Fille du CM,Non,Français,,Oui,Non,Non,Oui,Oui,,,,,1,0,1,0,1,0,0,Consommation alimentaire / cuisine | Élevage | Entretien du logement,3,1,0,1,0,0,0,0,1,0,0,Plastiques | Restes d'aliments | Excréments d'animaux,3,Poubelle avec couvercle,Oui,Dans la cour,Oui,Non,Non,,Revenus faibles,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Autre membre féminin adulte,Non,,Oui,Satisfait / Bon,Satisfait / Bon,Oui,"Oui, très souvent","Oui, très souvent","Non, jamais",,,,0,0,0,0,0,0,0,,0,Non,,Oui,Non,,,Non,,,Non,Non,,1 mois et plus,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non,,Éviter que les camions bennes tardent. Parler aux femmes aussi
4,Quartier Islam,,,,3,2,4,3,12.0,Locataire,Appartement,1,Moyen-bas,Homme,99,60 ans et plus,Beau-fils/Belle-fille,Non,Coranique / Daara,,Non,Non,Oui,Oui,Oui,,,,,1,0,0,0,1,0,0,Consommation alimentaire / cuisine | Entretien du logement,2,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle sans couvercle,Non,Autre endroit extérieur,Oui,Non,Non,,Revenus faibles,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Acceptable,Oui,Oui,Irrégulière,Mauvais,,,Non,,,,0.0,Autre membre féminin adulte,Non,,Oui,Satisfait / Bon,Satisfait / Bon,Oui,"Oui, très souvent","Oui, très souvent","Oui, rarement",,,,1,1,0,0,1,0,0,Moustiques | Mouches | Vers,3,Non,,Oui,Non,,,Non,,,Oui,Non,,1 mois et plus,0,0,1,0,1,0,0,0,0,Rhume | Toux,2,0,2,Oui,,"Donner confiance aux personnes, sensibiliser les femmes"
4,Ne sais pas,,,,1,3,1,2,7.0,Locataire,Baraque / Habitat précaire,0,Faible,Homme,99,60 ans et plus,Fils/Fille du CM,Non,Français,,Oui,Non,Ne sait pas,Oui,Oui,,,,,1,0,0,0,1,0,0,Consommation alimentaire / cuisine | Entretien du logement,2,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle sans couvercle,Non,Dans la cour,Oui,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Autre membre féminin adulte,Non,,Oui,Satisfait / Bon,Satisfait / Bon,Oui,"Non, jamais","Oui, très souvent","Non, jamais",,,,0,0,0,0,0,0,0,,0,Non,,Oui,Oui,Mairie,Satisfait / Bon,Oui,Autre,Pas du tout satisfait / Très mauvais,Non,Non,,1 mois et plus,0,0,1,0,0,0,0,0,0,Rhume,1,0,1,Non,,"Régularité, sensibiliser sur la propreté"
4,Quartier Ndiaga Mbaye,,,,1,1,4,3,9.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Homme,75,60 ans et plus,Petit-fils/Petite-fille,Non,Aucun,Supérieur,Oui,Non,Non,Oui,Oui,,,,,1,0,1,0,1,0,0,Consommation alimentaire / cuisine | Élevage | Entretien du logement,3,1,1,1,0,0,0,0,1,0,0,Plastiques | Papier / Carton | Restes d'aliments | Excréments d'animaux,4,Poubelle sans couvercle,Oui,Dans la cour,Oui,Oui,Non,,Revenus faibles,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Femme de ménage,Non,,Oui,Satisfait / Bon,Satisfait / Bon,Oui,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,0,,0,Non,,Oui,Oui,Aucun gestionnaire identifié,Satisfait / Bon,Oui,Aucun gestionnaire identifié,Satisfait / Bon,Non,Non,,1 mois et plus,1,0,1,0,0,0,0,0,0,Fièvre | Rhume,2,0,2,Non,,Ne sais pas
10,Yarakh HANN 3,,,,3,0,4,3,10.0,Locataire,Appartement,1,Moyen-bas,Homme,69,60 ans et plus,Fils/Fille du CM,Non,Français,,Non,Non,Oui,Oui,Oui,,,,,1,1,0,0,1,1,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement | Commerce / activités productives,4,1,1,1,1,0,0,1,0,1,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Métal | Médicaments,6,Coin de la cour / à même le sol,Non,Devant la maison / entrée,Oui,Non,Non,,Pas connaissance,Une partie,Non,Oui (partie),Non,Non,Oui,Oui — mais pas utilisé,,,,,,,,,Non,,,,0.0,,Non,,Oui,Satisfait / Bon,Satisfait / Bon,Oui,"Oui, rarement","Oui, rarement","Oui, rarement",,,,1,1,0,0,1,1,0,Moustiques | Mouches | Vers | Rats,4,,,Non,Oui,UCG,Satisfait / Bon,Oui,UCG,Pas satisfait / Mauvais,Non,Non,,1 mois et plus,0,0,0,0,0,0,1,0,0,Démangeaisons,1,0,1,Oui,,Augmenter la propreté du quartier
10,Yarakh HANN 3,,,,9,8,15,10,42.0,Propriétaire,Appartement,2,Moyen-haut,Homme,98,60 ans et plus,Conjoint(e) du CM,Non,Aucun,Supérieur,Oui,Non,Non,Oui,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,1,1,1,0,0,1,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Métal,5,Poubelle avec couvercle,Oui,Dans la cour,Non,Non,Oui,Ferraille,,Une partie,Non,Oui (partie),Non,Non,Oui,Occasionnellement,,,,,,,,,Non,,,,0.0,,Non,,Non,,,Non,"Oui, rarement","Non, jamais","Non, jamais",,,,1,1,1,0,0,0,0,Moustiques | Mouches | Cafards,3,,,Non,Oui,Mairie,Satisfait / Bon,Oui,UCG,Pas satisfait / Mauvais,Non,Non,,1 mois et plus,1,1,0,1,0,1,0,0,0,Fièvre | Asthme | Sinusite | Nausées / Vomissements,4,0,4,Oui,,La mairie doit faire son travail.
10,Yarakh HANN 3,,,,2,8,6,6,22.0,Propriétaire,Appartement,2,Moyen-haut,Homme,50,45-59 ans,Conjoint(e) du CM,Non,Français,,Non,Non,Non,Oui,Oui,,,,,1,1,1,1,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Élevage | Animaux domestiques | Entretien du logement,5,1,1,1,1,0,1,0,1,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Déchets verts | Excréments d'animaux,6,Poubelle sans couvercle,Non,Devant la maison / entrée,Non,Non,Non,,Pas connaissance,Une partie,Oui (partie),Non,Non,Non,Oui,Oui — mais pas utilisé,,,,,,,,,Non,,,,0.0,,Non,,Non,,,Non,"Oui, très souvent","Oui, très souvent","Oui, fréquemment",Moins de 2 jours,Non,,1,1,1,0,0,0,0,Moustiques | Mouches | Cafards,3,,,Oui,Non,,,,,,Non,Non,,1 mois et plus,0,0,0,0,0,0,1,0,0,Démangeaisons,1,0,1,Oui,,Améliorer la propreté du quartier.
23,Quinaw Rail,,,,1,1,1,2,5.0,Locataire,Appartement,1,Moyen-bas,Femme,44,35-44 ans,Chef de ménage,Oui,Franco-arabe,Ne sait pas,Non,Non,Non,Non,Non,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle sans couvercle,Non,Devant la maison / entrée,Oui,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Autre membre féminin enfant,Non,,Non,,,Non,"Oui, rarement","Oui, très souvent","Non, jamais",,,,1,1,0,1,0,0,0,Moustiques | Mouches | Souris,3,Oui,Très satisfait / Très bon,Non,Non,,,Oui,Opérateur privé,Très satisfait / Très bon,Non,Non,,1 mois et plus,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non,,Expliquer la gestion des ordures et nous donner des directives
23,Darou salam,,,,3,1,10,7,21.0,Propriétaire,Appartement,3,Élevé,Homme,70,60 ans et plus,Conjoint(e) du CM,Non,Coranique / Daara,,Non,Non,Non,Non,Non,,,,,1,1,1,0,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Élevage,3,1,1,1,0,0,0,0,1,0,0,Plastiques | Papier / Carton | Restes d'aliments | Excréments d'animaux,4,Poubelle avec couvercle,Oui,Autre,Oui,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Non,,,,,,,Charrette / collecteur informel,Seul service disponible,Oui,Oui,Moins de 200 FCFA,Par jour,3000.0,,Non,,Non,,,Non,"Oui, rarement","Non, jamais","Oui, fréquemment",Moins de 2 jours,Non,,1,1,1,1,0,1,0,Moustiques | Mouches | Cafards | Souris | Rats,5,Non,,Oui,Non,,,Oui,Aucun gestionnaire identifié,Satisfait / Bon,Non,Non,,1 mois et plus,1,0,0,0,1,0,0,0,0,Fièvre | Toux,2,0,2,Oui,,Les camions bennes doivent s approcher
23,Quartier Dame Diaw,,,,0,5,8,8,21.0,Propriétaire,Chambre(s) en bande,2,Moyen-haut,Homme,60,60 ans et plus,Conjoint(e) du CM,Non,Franco-arabe,Ne sait pas,Non,Non,Non,Non,Non,,,,,1,0,1,0,0,0,0,Consommation alimentaire / cuisine | Élevage,2,1,0,0,0,0,0,0,1,0,0,Plastiques | Excréments d'animaux,2,Poubelle sans couvercle,Oui,Devant la maison / entrée,Oui,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Non,,,,,,,Charrette / collecteur informel,Seul service disponible,Oui,Oui,Entre 200 et 400 FCFA,Par semaine,1299.0,,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,0,,0,Oui,Satisfait / Bon,Non,Non,,,Oui,UCG,Satisfait / Bon,Non,Non,,1 mois et plus,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non,,Les camions bennes doivent s'approcher du quartier
23,Siré SY,,,,5,2,3,4,14.0,Propriétaire,Appartement,2,Moyen-haut,Femme,99,60 ans et plus,Chef de ménage,Oui,Français,,Non,Non,Non,Non,Non,,,,,1,1,1,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Élevage | Entretien du logement,4,1,1,1,0,0,0,0,1,0,0,Plastiques | Papier / Carton | Restes d'aliments | Excréments d'animaux,4,Poubelle sans couvercle,Oui,Devant la maison / entrée,Non,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Très bon,,,Non,,,,0.0,Autre membre féminin enfant,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,0,,0,Non,,Oui,Non,,,Oui,Aucun gestionnaire identifié,Satisfait / Bon,Non,Non,,1 mois et plus,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non,,Tout est nickel
23,Quartier Ciré SY,,,,4,3,3,4,14.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Homme,48,45-59 ans,Conjoint(e) du CM,Non,Coranique / Daara,,Non,Non,Non,Non,Non,,,,,1,1,1,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Élevage | Entretien du logement,4,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle avec couvercle,Oui,Devant la maison / entrée,Non,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Acceptable,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Autre membre féminin adulte,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,0,,0,Non,,Oui,Non,,,Oui,Aucun gestionnaire identifié,Satisfait / Bon,Non,Non,,1 mois et plus,1,0,1,0,1,0,0,0,0,Fièvre | Rhume | Toux,3,0,3,Oui,,Passer dans les rues
23,Quinaw Rail Sud,,,,3,2,3,4,12.0,Propriétaire,Appartement,2,Moyen-haut,Femme,58,45-59 ans,Chef de ménage,Oui,Français,,Non,Non,Non,Non,Non,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Poubelle sans couvercle,Oui,Devant la maison / entrée,Non,Non,Non,,Revenus faibles,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Éloignée,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Autre membre masculin adulte,Non,,Non,,,Non,"Oui, rarement","Non, jamais","Oui, rarement",,,,1,0,0,0,1,0,0,Moustiques | Vers,2,Non,,Oui,Non,,,Non,,,Non,Non,,1 mois et plus,1,0,0,0,1,0,0,0,0,Fièvre | Toux,2,0,2,Oui,,En passant par les médias
23,Aladji Malick SY,,,,5,5,3,5,18.0,Propriétaire,Appartement,2,Moyen-haut,Homme,65,60 ans et plus,Chef de ménage,Oui,Français,,Non,Non,Non,Non,Non,,,,,1,1,0,0,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation,2,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Coin de la cour / à même le sol,Oui,Devant la maison / entrée,Oui,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Autre membre féminin enfant,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,0,,0,Non,,Oui,Non,,,Oui,Aucun gestionnaire identifié,Satisfait / Bon,Non,Non,,1 mois et plus,0,0,0,0,0,0,1,0,0,Démangeaisons,1,0,1,Oui,,Ne pas déposer les ordures dans les poubelles d'autrui
23,Quartier Adama THIAM,,,,2,0,3,8,13.0,Propriétaire,Appartement,3,Élevé,Homme,39,35-44 ans,Conjoint(e) du CM,Non,Franco-arabe,Ne sait pas,Non,Non,Oui,Non,Oui,,,,,0,1,0,0,0,0,0,Gestion foyer hors alimentation,1,1,1,0,0,0,0,1,0,0,0,Plastiques | Papier / Carton | Métal,3,Poubelle sans couvercle,Oui,Devant la maison / entrée,Non,Oui,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Non,,,,,,Charrette / collecteur informel,Seul service disponible,Oui,Oui,Moins de 200 FCFA,Par jour,3000.0,,Non,,Non,,,Non,"Oui, rarement","Non, jamais","Oui, fréquemment",Moins de 2 jours,Non,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Non,,Oui,Non,,,Oui,Mairie,Satisfait / Bon,Non,Non,,1 mois et plus,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non,,Faire venir les camions bennes tous les jours
23,Guinaw Rail,,,,1,0,2,2,5.0,Propriétaire,Villa / Maison individuelle,3,Élevé,Homme,31,25-34 ans,Conjoint(e) du CM,Non,Coranique / Daara,,Non,Non,Non,Non,Non,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,1,1,0,0,0,1,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Métal,4,Poubelle sans couvercle,Non,Devant la maison / entrée,Non,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Non,,,,,,,Charrette / collecteur informel,Seul service disponible,Oui,Oui,Moins de 200 FCFA,Par jour,3000.0,,Non,,Non,,,Non,"Oui, très souvent","Oui, très souvent","Oui, fréquemment",Moins de 2 jours,Non,,1,1,0,0,1,0,0,Moustiques | Mouches | Vers,3,Non,,Non,Non,,,Oui,Aucun gestionnaire identifié,Satisfait / Bon,Non,Non,,1 mois et plus,1,0,1,0,1,0,0,0,0,Fièvre | Rhume | Toux,3,0,3,Oui,,Nous aider en envoyant des camions bennea tous les jours. Ils viennent rarement
26,DAROU MISSETTE,,,,1,5,5,11,22.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Homme,54,45-59 ans,Fils/Fille du CM,Non,Français,,Oui,Non,Oui,Non,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation,2,0,1,0,0,0,0,0,0,0,0,Papier / Carton,1,Poubelle sans couvercle,Oui,Devant la maison / entrée,Oui,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Non,Régulière,Mauvais,,,Non,,,,0.0,Autre membre féminin adulte,Non,,Oui,Satisfait / Bon,Satisfait / Bon,Oui,"Oui, très souvent","Oui, rarement","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Oui,Très satisfait / Très bon,Non,Oui,Mairie,Très satisfait / Très bon,Oui,UCG,Satisfait / Bon,Oui,Non,,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,Mettre assez de poubelle dans la rue
26,DAROU MISSETTE,,,,1,5,12,6,24.0,Propriétaire,Chambre(s) en bande,2,Moyen-haut,Homme,44,35-44 ans,Autre parent du CM,Non,Franco-arabe,Secondaire,Non,Non,Oui,Oui,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation,2,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Poubelle sans couvercle,Oui,Devant la maison / entrée,Non,Oui,Non,,Pas connaissance,Aucune partie,,,,,Non,Non,,,,,,,Charrette / collecteur informel,Moins cher / gratuit,Oui,Oui,Moins de 200 FCFA,Par jour,3000.0,,Non,,Oui,Pas satisfait / Mauvais,Pas satisfait / Mauvais,Oui,"Oui, très souvent","Oui, très souvent","Non, jamais",,,,1,1,1,0,0,0,0,Moustiques | Mouches | Cafards,3,Oui,Pas satisfait / Mauvais,Non,Oui,UCG,Satisfait / Bon,Oui,UCG,Satisfait / Bon,Oui,Non,,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,Donner des poubelles à chaque maison ameliorer la methode de collecte
